Topic,Subtopic,ShortQuestionText,Greater_Risk_Question,Description,Data_Value_Symbol,Data_Value_Type,Greater_Risk_Data_Value,Greater_Risk_Low_Confidence_Limit,Greater_Risk_High_Confidence_Limit,Lesser_Risk_Question,Lesser_Risk_Data_Value,Lesser_Risk_Data_Value_Footnote_Symbol,Lesser_Risk_Data_Value_Footnote,Lesser_Risk_Low_Confidence_Limit,Lesser_Risk_High_Confidence_Limit,Sample_Size,Sex,Race,Grade,SexualIdentity,SexOfSexualContacts
Sexual Behaviors,Sexual Behaviors,Dual birth control use,"Did not use both a condom during last sexual intercourse and birth control pills; an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon); or a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse","to prevent pregnancy, among students who were currently sexually active",%,Percentage,89.9174,76.1858,96.133,"Used both a condom during last sexual intercourse and birth control pills; an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon); or a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse",10.0826,,,3.867,23.8142,30,Female,Hispanic or Latino,12th,Total,Opposite sex only
Other Health Topics,Sleep,Sleep,Did not get 8 or more hours of sleep,on an average school night,%,Percentage,89.9428,84.6843,93.5337,Got 8 or more hours of sleep,10.0572,,,6.4663,15.3157,345,Total,Total,12th,Total,Total
Dietary Behaviors,Milk,Milk drinking >= 3 glasses,N/A,"counting milk in a glass or cup, from a carton, or with cereal and counting the half pint of milk served at school as equal to one glass, during the 7 days before the survey",%,Percentage,90.0737,82.0055,94.7556,Drank three or more glasses per day of milk,9.9263,,,5.2444,17.9945,51,Female,Total,12th,Total,No sexual contact
Sexual Behaviors,Sexual Behaviors,"Shot, patch, or ring use","Did not use a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse","to prevent pregnancy, among students who were currently sexually active",%,Percentage,90.0738,76.6619,96.1638,"Used a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse",9.9262,,,3.8362,23.3381,45,Total,Hispanic or Latino,12th,Total,Opposite sex only
Dietary Behaviors,Vegetables,Vegetable eating >=3 times,N/A,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,90.0825,72.3097,96.9319,Ate vegetables three or more times per day,9.9175,,,3.0681,27.6903,33,Female,Hispanic or Latino,12th,Total,Opposite sex only
Sexual Behaviors,Sexual Behaviors,Dual birth control use,"Did not use both a condom during last sexual intercourse and birth control pills; an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon); or a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse","to prevent pregnancy, among students who were currently sexually active",%,Percentage,90.1857,77.9522,95.9812,"Used both a condom during last sexual intercourse and birth control pills; an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon); or a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse",9.8143,,,4.0188,22.0478,62,Female,Total,12th,Heterosexual (straight),Total
Sexual Behaviors,Sexual Behaviors,Dual birth control use,"Did not use both a condom during last sexual intercourse and birth control pills; an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon); or a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse","to prevent pregnancy, among students who were currently sexually active",%,Percentage,90.2296,83.2719,94.485,"Used both a condom during last sexual intercourse and birth control pills; an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon); or a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse",9.7704,,,5.515,16.7281,113,Total,Total,12th,Total,Opposite sex only
Dietary Behaviors,Vegetables,Vegetable eating >=3 times,N/A,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,90.3878,84.8969,94.0229,Ate vegetables three or more times per day,9.6122,,,5.9771,15.1031,286,Total,Total,12th,Heterosexual (straight),Total
Sexual Behaviors,Sexual Behaviors,Dual birth control use,"Did not use both a condom during last sexual intercourse and birth control pills; an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon); or a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse","to prevent pregnancy, among students who were currently sexually active",%,Percentage,90.4587,83.6359,94.6198,"Used both a condom during last sexual intercourse and birth control pills; an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon); or a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse",9.5413,,,5.3802,16.3641,128,Total,Total,12th,Total,Total
Other Health Topics,Sleep,Sleep,Did not get 8 or more hours of sleep,on an average school night,%,Percentage,90.5161,78.0668,96.2395,Got 8 or more hours of sleep,9.4839,,,3.7605,21.9332,60,Total,Black or African American,12th,Total,Opposite sex only
Dietary Behaviors,Milk,Milk drinking >= 3 glasses,N/A,"counting milk in a glass or cup, from a carton, or with cereal and counting the half pint of milk served at school as equal to one glass, during the 7 days before the survey",%,Percentage,90.5358,86.4301,93.4928,Drank three or more glasses per day of milk,9.4642,,,6.5072,13.5699,148,Male,Total,12th,Heterosexual (straight),Total
Dietary Behaviors,Milk,Milk drinking >= 2 glasses,N/A,"counting milk in a glass or cup, from a carton, or with cereal and counting the half pint of milk served at school as equal to one glass, during the 7 days before the survey",%,Percentage,90.574,82.1511,95.2519,Drank two or more glasses per day of milk,9.426,,,4.7481,17.8489,116,Total,Black or African American,12th,Total,Total
Other Health Topics,Sleep,Sleep,Did not get 8 or more hours of sleep,on an average school night,%,Percentage,90.5756,82.4149,95.1711,Got 8 or more hours of sleep,9.4244,,,4.8289,17.5851,117,Total,Hispanic or Latino,12th,Total,Total
Sexual Behaviors,Sexual Behaviors,Ever sexual intercourse,Ever had sexual intercourse,NULL,%,Percentage,90.6092,83.435,94.8674,Never had sexual intercourse,9.3908,,,5.1326,16.565,163,Total,Total,12th,Total,Opposite sex only
Sexual Behaviors,Sexual Behaviors,IUD or implant use,"Did not use an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon) before last sexual intercourse","to prevent pregnancy, among students who were currently sexually active",%,Percentage,90.6264,76.2118,96.6862,"Used an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon) before last sexual intercourse",9.3736,,,3.3138,23.7882,68,Female,Total,12th,Heterosexual (straight),Total
Other Health Topics,Sleep,Sleep,Did not get 8 or more hours of sleep,on an average school night,%,Percentage,90.6739,83.5777,94.8912,Got 8 or more hours of sleep,9.3261,,,5.1088,16.4223,99,Female,Total,12th,Total,Opposite sex only
Dietary Behaviors,Vegetables,Vegetable eating >=2 times,N/A,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,90.6847,76.3044,96.7137,Ate vegetables two or more times per day,9.3153,,,3.2863,23.6956,49,Female,Black or African American,12th,Heterosexual (straight),Total
Dietary Behaviors,Milk,Milk drinking >= 2 glasses,N/A,"counting milk in a glass or cup, from a carton, or with cereal and counting the half pint of milk served at school as equal to one glass, during the 7 days before the survey",%,Percentage,90.7334,85.8931,94.0284,Drank two or more glasses per day of milk,9.2666,,,5.9716,14.1069,177,Female,Total,12th,Total,Total
Sexual Behaviors,Sexual Behaviors,"Shot, patch, or ring use","Did not use a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse","to prevent pregnancy, among students who were currently sexually active",%,Percentage,90.779,80.5867,95.8929,"Used a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse",9.221,,,4.1071,19.4133,129,Total,Total,12th,Total,Total
Physical Activity,Physical Activity,Daily PE attendance,Did not go to physical education (PE) classes on all 5 days,in an average week when they were in school,%,Percentage,90.7981,83.8302,94.9444,Went to physical education (PE) classes on all 5 days,9.2019,,,5.0556,16.1698,117,Total,Hispanic or Latino,12th,Total,Total
Dietary Behaviors,Milk,Milk drinking >= 3 glasses,N/A,"counting milk in a glass or cup, from a carton, or with cereal and counting the half pint of milk served at school as equal to one glass, during the 7 days before the survey",%,Percentage,90.8235,81.6957,95.6423,Drank three or more glasses per day of milk,9.1765,,,4.3577,18.3043,52,Female,Hispanic or Latino,12th,Heterosexual (straight),Total
Physical Activity,Physical Activity,Daily PE attendance,Did not go to physical education (PE) classes on all 5 days,in an average week when they were in school,%,Percentage,90.8378,77.8704,96.5438,Went to physical education (PE) classes on all 5 days,9.1622,,,3.4562,22.1296,39,Male,Hispanic or Latino,12th,Total,Opposite sex only
Dietary Behaviors,Milk,Milk drinking >= 2 glasses,N/A,"counting milk in a glass or cup, from a carton, or with cereal and counting the half pint of milk served at school as equal to one glass, during the 7 days before the survey",%,Percentage,90.8583,78.2823,96.4795,Drank two or more glasses per day of milk,9.1417,,,3.5205,21.7177,55,Female,Hispanic or Latino,12th,Heterosexual (straight),Total
Dietary Behaviors,Milk,Milk drinking >= 2 glasses,N/A,"counting milk in a glass or cup, from a carton, or with cereal and counting the half pint of milk served at school as equal to one glass, during the 7 days before the survey",%,Percentage,90.8751,84.3909,94.8307,Drank two or more glasses per day of milk,9.1249,,,5.1693,15.6091,157,Female,Total,12th,Heterosexual (straight),Total
Dietary Behaviors,Milk,Milk drinking >= 3 glasses,N/A,"counting milk in a glass or cup, from a carton, or with cereal and counting the half pint of milk served at school as equal to one glass, during the 7 days before the survey",%,Percentage,90.8951,86.6612,93.88,Drank three or more glasses per day of milk,9.1049,,,6.12,13.3388,163,Male,Total,12th,Total,Total
Sexual Behaviors,Sexual Behaviors,"Shot, patch, or ring use","Did not use a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse","to prevent pregnancy, among students who were currently sexually active",%,Percentage,90.9018,78.9917,96.3701,"Used a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse",9.0982,,,3.6299,21.0083,113,Total,Total,12th,Total,Opposite sex only
Dietary Behaviors,Milk,Milk drinking >= 3 glasses,N/A,"counting milk in a glass or cup, from a carton, or with cereal and counting the half pint of milk served at school as equal to one glass, during the 7 days before the survey",%,Percentage,90.9042,78.2834,96.5167,Drank three or more glasses per day of milk,9.0958,,,3.4833,21.7166,48,Female,Black or African American,12th,Heterosexual (straight),Total
Other Health Topics,Sleep,Sleep,Did not get 8 or more hours of sleep,on an average school night,%,Percentage,90.9094,85.1241,94.5878,Got 8 or more hours of sleep,9.0906,,,5.4122,14.8759,196,Female,Total,12th,Total,Total
Sexual Behaviors,Sexual Behaviors,IUD or implant use,"Did not use an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon) before last sexual intercourse","to prevent pregnancy, among students who were currently sexually active",%,Percentage,90.9687,83.4463,95.2667,"Used an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon) before last sexual intercourse",9.0313,,,4.7333,16.5537,131,Total,Total,12th,Total,Total
Dietary Behaviors,Vegetables,Vegetable eating >=3 times,N/A,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,90.9722,78.8391,96.4608,Ate vegetables three or more times per day,9.0278,,,3.5392,21.1609,70,Total,Hispanic or Latino,12th,Total,Opposite sex only
Dietary Behaviors,Milk,Milk drinking >= 3 glasses,N/A,"counting milk in a glass or cup, from a carton, or with cereal and counting the half pint of milk served at school as equal to one glass, during the 7 days before the survey",%,Percentage,90.9935,87.1086,93.7911,Drank three or more glasses per day of milk,9.0065,,,6.2089,12.8914,291,Total,Total,12th,Heterosexual (straight),Total
Dietary Behaviors,Vegetables,Vegetable eating >=3 times,N/A,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,91.0305,82.3367,95.6702,Ate vegetables three or more times per day,8.9695,,,4.3298,17.6633,95,Total,Black or African American,12th,Heterosexual (straight),Total
Physical Activity,Physical Activity,Daily PE attendance,Did not go to physical education (PE) classes on all 5 days,in an average week when they were in school,%,Percentage,91.057,79.2571,96.4454,Went to physical education (PE) classes on all 5 days,8.943,,,3.5546,20.7429,157,Female,Total,12th,Heterosexual (straight),Total
